TURBO_21_SMALL_CORE_FREQ_RATE,string,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TURBO_20_SMALL_CORE_FREQ_RATE,string,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TURBO_2_SMALL_CORE_FREQ_RATE,string,3.6,3.7,3.2,3.7,3.6,3.7,3.7,3.7,3.6,3.7,3.7,3.6,3.6,3.6,3.7,3.7,3.7,3.6,3.9,3.6,3.5,3.6,3.9,3.7,3.7,3.6,3.7,3.5,3.7
TURBO_2_CORE_FREQ_RTE,string,4.4,4.6,3.9,4.6,4.5,4.6,4.6,4.6,4.4,4.6,4.6,4.4,4.4,4.4,4.6,4.7,4.6,4.4,4.8,4.4,4.5,4.5,4.8,4.7,4.6,4.4,4.6,4.5,4.6
TURBO_19_SMALL_CORE_FREQ_RATE,string,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TURBO_18_SMALL_CORE_FREQ_RATE,string,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TURBO_17_SMALL_CORE_FREQ_RATE,string,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TURBO_16_SMALL_CORE_FREQ_RATE,string,0,3.7,0,3.7,0,3.7,3.7,3.7,0,3.7,3.7,0,0,0,3.7,3.7,3.7,0,3.9,0,3.5,0,3.9,3.7,3.7,0,3.7,3.5,3.7
TURBO_16_CORE_FREQUENCY_RATE,string,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TURBO_15_SMALL_CORE_FREQ_RATE,string,0,3.7,0,3.7,0,3.7,3.7,3.7,0,3.7,3.7,0,0,0,3.7,3.7,3.7,0,3.9,0,3.5,0,3.9,3.7,3.7,0,3.7,3.5,3.7
TURBO_15_CORE_FREQUENCY_RATE,string,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TURBO_14_SMALL_CORE_FREQ_RATE,string,0,3.7,0,3.7,0,3.7,3.7,3.7,0,3.7,3.7,0,0,0,3.7,3.7,3.7,0,3.9,0,3.5,0,3.9,3.7,3.7,0,3.7,3.5,3.7
TURBO_14_CORE_FREQUENCY_RATE,string,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TURBO_13_SMALL_CORE_FREQ_RATE,string,0,3.7,0,3.7,0,3.7,3.7,3.7,0,3.7,3.7,0,0,0,3.7,3.7,3.7,0,3.9,0,3.5,0,3.9,3.7,3.7,0,3.7,3.5,3.7
TURBO_13_CORE_FREQUENCY_RATE,string,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TURBO_12_SMALL_CORE_FREQ_RATE,string,3.6,3.7,0,3.7,3.6,3.7,3.7,3.7,3.6,3.7,3.7,3.6,3.6,3.6,3.7,3.7,3.7,3.6,3.9,3.6,3.5,3.6,3.9,3.7,3.7,3.6,3.7,3.5,3.7
TURBO_12_CORE_FREQUENCY_RATE,string,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TURBO_11_SMALL_CORE_FREQ_RATE,string,3.6,3.7,0,3.7,3.6,3.7,3.7,3.7,3.6,3.7,3.7,3.6,3.6,3.6,3.7,3.7,3.7,3.6,3.9,3.6,3.5,3.6,3.9,3.7,3.7,3.6,3.7,3.5,3.7
TURBO_11_CORE_FREQUENCY_RATE,string,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TURBO_10_SMALL_CORE_FREQ_RATE,string,3.6,3.7,0,3.7,3.6,3.7,3.7,3.7,3.6,3.7,3.7,3.6,3.6,3.6,3.7,3.7,3.7,3.6,3.9,3.6,3.5,3.6,3.9,3.7,3.7,3.6,3.7,3.5,3.7
TURBO_10_CORE_FREQUENCY_RATE,string,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TUNABLE_THERMAL_DESIGN_PWR_IND,string,UPDOWN,UPDOWN,DISABLED,UPDOWN,UPDOWN,UPDOWN,UPDOWN,UPDOWN,UPDOWN,UPDOWN,UPDOWN,UPDOWN,UPDOWN,UPDOWN,UPDOWN,UPDOWN,UPDOWN,UPDOWN,UPDOWN,UPDOWN,UPDOWN,UPDOWN,UPDOWN,UPDOWN,UPDOWN,UPDOWN,UPDOWN,UPDOWN,UPDOWN
TRNS_SYNCH_EXTENSION_HLE_IND,string,DISABLED,DISABLED,DISABLED,DISABLED,DISABLED,DISABLED,DISABLED,DISABLED,DISABLED,DISABLED,DISABLED,DISABLED,DISABLED,DISABLED,DISABLED,DISABLED,DISABLED,DISABLED,DISABLED,DISABLED,DISABLED,DISABLED,DISABLED,DISABLED,DISABLED,DISABLED,DISABLED,DISABLED,DISABLED
TOTAL_STORAGE_ENCRYPTION_TSE,string,ENABLED,ENABLED,ENABLED,ENABLED,ENABLED,ENABLED,ENABLED,ENABLED,ENABLED,ENABLED,ENABLED,ENABLED,ENABLED,ENABLED,ENABLED,ENABLED,ENABLED,ENABLED,ENABLED,ENABLED,ENABLED,ENABLED,ENABLED,ENABLED,ENABLED,ENABLED,ENABLED,ENABLED,ENABLED
TOTAL_PACKAGE_PCIE_LANES,string,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24
TOTAL_MLC_UOM,string,MB,MB,MB,MB,MB,MB,MB,MB,MB,MB,MB,MB,MB,MB,MB,MB,MB,MB,MB,MB,MB,MB,MB,MB,MB,MB,MB,MB,MB
TOTAL_MEMORY_ENCRYPTION_IND,string,MKTME_EN_16KEYS,MKTME_EN_16KEYS,MKTME_EN_16KEYS,MKTME_EN_16KEYS,MKTME_EN_16KEYS,MKTME_EN_16KEYS,MKTME_EN_16KEYS,MKTME_EN_16KEYS,MKTME_EN_16KEYS,MKTME_EN_16KEYS,MKTME_EN_16KEYS,MKTME_EN_16KEYS,MKTME_EN_16KEYS,MKTME_EN_16KEYS,MKTME_EN_16KEYS,MKTME_EN_16KEYS,MKTME_EN_16KEYS,MKTME_EN_16KEYS,MKTME_EN_16KEYS,MKTME_EN_16KEYS,MKTME_EN_16KEYS,MKTME_EN_16KEYS,MKTME_EN_16KEYS,MKTME_EN_16KEYS,MKTME_EN_16KEYS,MKTME_EN_16KEYS,MKTME_EN_16KEYS,MKTME_EN_16KEYS,MKTME_EN_16KEYS
TIME_COORD_COMP,string,ENABLED,ENABLED,ENABLED,ENABLED,ENABLED,ENABLED,ENABLED,ENABLED,ENABLED,ENABLED,ENABLED,ENABLED,ENABLED,ENABLED,ENABLED,ENABLED,ENABLED,ENABLED,ENABLED,ENABLED,ENABLED,ENABLED,ENABLED,ENABLED,ENABLED,ENABLED,ENABLED,ENABLED,ENABLED
THUNDERBOLT_IND,string,ENABLED,ENABLED,ENABLED,ENABLED,ENABLED,ENABLED,ENABLED,ENABLED,ENABLED,ENABLED,ENABLED,ENABLED,ENABLED,ENABLED,ENABLED,ENABLED,ENABLED,ENABLED,ENABLED,ENABLED,ENABLED,ENABLED,ENABLED,ENABLED,ENABLED,ENABLED,ENABLED,ENABLED,ENABLED
THUNDERBOLT_GEN,string,TBT5,TBT5,TBT5,TBT5,TBT5,TBT5,TBT5,TBT5,TBT5,TBT5,TBT5,TBT5,TBT5,TBT5,TBT5,TBT5,TBT5,TBT5,TBT5,TBT5,TBT5,TBT5,TBT5,TBT5,TBT5,TBT5,TBT5,TBT5,TBT5
THERMAL_TURBO_TEMP_UOM,string,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
THERMAL_TURBO_TEMP,string,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70
THERMAL_TURBO,string,DISABLED,DISABLED,DISABLED,DISABLED,DISABLED,DISABLED,DISABLED,DISABLED,DISABLED,DISABLED,DISABLED,DISABLED,DISABLED,DISABLED,DISABLED,DISABLED,DISABLED,DISABLED,DISABLED,DISABLED,DISABLED,DISABLED,DISABLED,DISABLED,DISABLED,DISABLED,DISABLED,DISABLED,DISABLED
THERMAL_THROTTLE_UNLOCK,string,DISABLED,DISABLED,DISABLED,DISABLED,DISABLED,DISABLED,DISABLED,DISABLED,DISABLED,DISABLED,DISABLED,DISABLED,DISABLED,DISABLED,DISABLED,DISABLED,DISABLED,DISABLED,DISABLED,DISABLED,DISABLED,DISABLED,DISABLED,DISABLED,DISABLED,DISABLED,DISABLED,DISABLED,DISABLED
THERMAL_DESIGN_POWER_UOM,string,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W
THERMAL_DESIGN_POWER,string,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55
TDX_INDICATOR,string,ENABLED,ENABLED,ENABLED,ENABLED,DISABLED,ENABLED,ENABLED,ENABLED,ENABLED,ENABLED,DISABLED,ENABLED,ENABLED,ENABLED,DISABLED,ENABLED,ENABLED,ENABLED,ENABLED,ENABLED,ENABLED,ENABLED,ENABLED,DISABLED,ENABLED,DISABLED,ENABLED,ENABLED,ENABLED
SUB_VERTICAL_SEGMENT,string,ENTHUSIAST,ENTHUSIAST,ENTHUSIAST,ENTHUSIAST,ENTHUSIAST,ENTHUSIAST,ENTHUSIAST,ENTHUSIAST,ENTHUSIAST,ENTHUSIAST,ENTHUSIAST,ENTHUSIAST,ENTHUSIAST,ENTHUSIAST,ENTHUSIAST,ENTHUSIAST,ENTHUSIAST,ENTHUSIAST,ENTHUSIAST,ENTHUSIAST,ENTHUSIAST,ENTHUSIAST,ENTHUSIAST,ENTHUSIAST,ENTHUSIAST,ENTHUSIAST,ENTHUSIAST,ENTHUSIAST,ENTHUSIAST
SPIRAL_KEYTYPEID,string,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SMALL_CORE_SPEED,string,1.7,1.7,1.2,1.7,1.7,1.7,1.7,1.7,1.8,1.7,1.7,1.7,1.8,1.7,1.7,1.7,1.7,1.8,1.7,1.8,1.5,1.7,1.7,1.7,1.7,1.7,1.7,1.5,1.7
SMALL_CORE_MAX_TURBO_FREQ_RATE,string,3.6,3.7,3.2,3.7,3.6,3.7,3.7,3.7,3.6,3.7,3.7,3.6,3.6,3.6,3.7,3.7,3.7,3.6,3.9,3.6,3.5,3.6,3.9,3.7,3.7,3.6,3.7,3.5,3.7
SECONDARY_BIOS_REGION,string,ENABLED,ENABLED,ENABLED,ENABLED,ENABLED,ENABLED,ENABLED,ENABLED,ENABLED,ENABLED,ENABLED,ENABLED,ENABLED,ENABLED,ENABLED,ENABLED,ENABLED,ENABLED,ENABLED,ENABLED,ENABLED,ENABLED,ENABLED,ENABLED,ENABLED,ENABLED,ENABLED,ENABLED,ENABLED
RING_TFM_FREQ_UOM,string,GHZ,GHZ,GHZ,GHZ,GHZ,GHZ,GHZ,GHZ,GHZ,GHZ,GHZ,GHZ,GHZ,GHZ,GHZ,GHZ,GHZ,GHZ,GHZ,GHZ,GHZ,GHZ,GHZ,GHZ,GHZ,GHZ,GHZ,GHZ,GHZ
RING_TFM_FREQ,string,4.3,4.4,3.6,4.4,4.3,4.4,4.4,4.4,4.3,4.4,4.4,4.3,4.3,4.3,4.4,4.5,4.4,4.3,4.5,4.3,3.8,4.3,4.5,4.5,4.4,4.3,4.4,3.8,4.4
RING_LFM_FREQ_UOM,string,GHZ,GHZ,GHZ,GHZ,GHZ,GHZ,GHZ,GHZ,GHZ,GHZ,GHZ,GHZ,GHZ,GHZ,GHZ,GHZ,GHZ,GHZ,GHZ,GHZ,GHZ,GHZ,GHZ,GHZ,GHZ,GHZ,GHZ,GHZ,GHZ
RING_LFM_FREQ,string,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4
RING_HFM_FREQ_UOM,string,GHZ,GHZ,GHZ,GHZ,GHZ,GHZ,GHZ,GHZ,GHZ,GHZ,GHZ,GHZ,GHZ,GHZ,GHZ,GHZ,GHZ,GHZ,GHZ,GHZ,GHZ,GHZ,GHZ,GHZ,GHZ,GHZ,GHZ,GHZ,GHZ
RING_HFM_FREQ,string,1.8,1.8,1.2,1.8,1.8,1.8,1.8,1.8,1.9,1.8,1.8,1.8,1.9,1.8,1.8,1.8,1.8,1.9,1.8,1.9,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8
qdfSspec,string,L2P4,L2JZ,L2LD,L2LA,QAFJ,L2LX,L2LY,L2K0,L2LZ,L2P1,QAFH,L2LC,L2M0,L2M3,QAFL,L2P0,L2L9,L2K1,L2LW,L2K2,L2K9,L2P3,L2M5,QAFK,L2M2,QAFM,L2M1,L2JW,L2P2
PS-STEP,string,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
PS-PACKAGE-TECHNOLOGY,string,FCBGA20X,FCBGA20X,FCBGA20X,FCBGA20X,FCBGAEXX,FCBGA20X,FCBGA20X,FCBGA20X,FCBGA20X,FCBGA20X,FCBGAEXX,FCBGA20X,FCBGA20X,FCBGA20X,FCBGAEXX,FCBGA20X,FCBGA20X,FCBGA20X,FCBGA20X,FCBGA20X,FCBGA20X,FCBGA20X,FCBGA20X,FCBGAEXX,FCBGA20X,FCBGAEXX,FCBGA20X,FCBGA20X,FCBGA20X
PS_VERTICAL_SEGMENT,string,MBL,MBL,MBL,MBL,MBL,MBL,MBL,MBL,MBL,MBL,MBL,MBL,MBL,MBL,MBL,MBL,MBL,MBL,MBL,MBL,MBL,MBL,MBL,MBL,MBL,MBL,MBL,MBL,MBL
PS_EXTERNAL_STEP,string,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B
